time_MS,frame,ID,top_left,top_right,bottom_right,bottom_left
0.0,1.0,9,"(648.0, 972.0)","(652.0, 999.0)","(625.0, 1000.0)","(622.0, 973.0)"
0.0,1.0,1,"(669.0, 779.0)","(695.0, 771.0)","(702.0, 799.0)","(676.0, 806.0)"
0.0,1.0,3,"(439.0, 786.0)","(452.0, 766.0)","(475.0, 782.0)","(461.0, 801.0)"
0.0,1.0,8,"(1479.0, 723.0)","(1450.0, 724.0)","(1449.0, 691.0)","(1479.0, 693.0)"
0.0,1.0,2,"(1018.0, 658.0)","(989.0, 665.0)","(985.0, 638.0)","(1012.0, 630.0)"
0.0,1.0,7,"(1158.0, 630.0)","(1131.0, 615.0)","(1146.0, 590.0)","(1173.0, 605.0)"
0.0,1.0,10,"(521.0, 533.0)","(545.0, 524.0)","(545.0, 543.0)","(522.0, 553.0)"
0.0,1.0,5,"(682.0, 458.0)","(699.0, 478.0)","(676.0, 488.0)","(661.0, 469.0)"
40.0,2.0,7,"(1156.0, 629.0)","(1130.0, 614.0)","(1144.0, 589.0)","(1171.0, 603.0)"
40.0,2.0,9,"(650.0, 971.0)","(653.0, 998.0)","(627.0, 1000.0)","(622.0, 972.0)"
40.0,2.0,1,"(668.0, 779.0)","(695.0, 771.0)","(701.0, 799.0)","(675.0, 806.0)"
40.0,2.0,3,"(439.0, 786.0)","(453.0, 766.0)","(475.0, 782.0)","(461.0, 801.0)"
40.0,2.0,8,"(1477.0, 722.0)","(1448.0, 724.0)","(1446.0, 694.0)","(1476.0, 692.0)"
40.0,2.0,2,"(1018.0, 658.0)","(990.0, 666.0)","(984.0, 638.0)","(1012.0, 630.0)"
40.0,2.0,10,"(521.0, 533.0)","(544.0, 524.0)","(545.0, 543.0)","(522.0, 553.0)"
40.0,2.0,5,"(682.0, 457.0)","(699.0, 477.0)","(676.0, 487.0)","(661.0, 468.0)"
119.0,3.0,8,"(1476.0, 722.0)","(1447.0, 724.0)","(1445.0, 694.0)","(1474.0, 692.0)"
119.0,3.0,9,"(650.0, 971.0)","(654.0, 998.0)","(627.0, 999.0)","(623.0, 972.0)"
